Monster	AttackStyle	XP/hr	attack XP/hr	strength XP/hr	defence XP/hr	magic XP/hr	ranged XP/hr	hitpoints XP/hr	slayer XP/hr	Options	Food	GP/hr	Cost/hr	Raw Command	Raw Trip
Giant Mole	range	99k XP/hr	0	0	0	0	62.3k	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant Mole	range	99k XP/hr	0	0	0	0	62.3k	20.7k	15.6k		0.0 Sharks/hr	 Loot/hr	7.2/hr Prayer potion(4) Cost/hr	{"duration":497078000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","10% for KC","10% for Twisted bow","5% for Barrows gloves","16.67% for Black mask on task","5% for no food","Removing items: 1k Prayer potion(4)"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 10 points; giving you a total of 1010; return to a Slayer master.** You received 5000 bonus Slayer XP for doing a boss task."],"newKC":10000}
Giant rat	atk-str-def	146k XP/hr	36.5k	36.5k	36.5k	0	0	36.4k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant rat	atk-str-def	102k XP/hr	25.5k	25.5k	25.5k	0	0	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	atk-str-def	102k XP/hr	25.5k	25.5k	25.5k	0	0	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	mage-def	146k XP/hr	0	0	54.7k	54.7k	0	36.4k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant rat	mage-def	102k XP/hr	0	0	38.3k	38.3k	0	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	mage-def	102k XP/hr	0	0	38.3k	38.3k	0	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	mage	146k XP/hr	0	0	0	109.4k	0	36.4k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant rat	mage	102k XP/hr	0	0	0	76.6k	0	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	mage	102k XP/hr	0	0	0	76.6k	0	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	range-def	146k XP/hr	0	0	54.7k	0	54.7k	36.4k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant rat	range-def	102k XP/hr	0	0	38.3k	0	38.3k	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	range-def	102k XP/hr	0	0	38.3k	0	38.3k	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	range	146k XP/hr	0	0	0	0	109.4k	36.4k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant rat	range	102k XP/hr	0	0	0	0	76.6k	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant rat	range	102k XP/hr	0	0	0	0	76.6k	25.5k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	atk-str-def	292k XP/hr	73k	73k	73k	0	0	72.8k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant spider	atk-str-def	204k XP/hr	51.1k	51.1k	51.1k	0	0	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	atk-str-def	204k XP/hr	51.1k	51.1k	51.1k	0	0	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	mage-def	292k XP/hr	0	0	109.4k	109.4k	0	72.8k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant spider	mage-def	204k XP/hr	0	0	76.6k	76.6k	0	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	mage-def	204k XP/hr	0	0	76.6k	76.6k	0	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	mage	292k XP/hr	0	0	0	218.9k	0	72.8k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant spider	mage	204k XP/hr	0	0	0	153.2k	0	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	mage	204k XP/hr	0	0	0	153.2k	0	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	range-def	292k XP/hr	0	0	109.4k	0	109.4k	72.8k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant spider	range-def	204k XP/hr	0	0	76.6k	0	76.6k	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	range-def	204k XP/hr	0	0	76.6k	0	76.6k	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	range	292k XP/hr	0	0	0	0	218.9k	72.8k	0		0.0 Sharks/hr	 Loot/hr	1010.5/hr Cannonball Cost/hr	{"duration":2051997880,"quantity":623736,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","30% for Cannon in singles","5% for no food","Removing items: 576k Cannonball"]}	{"quantity":623736,"messages":[],"newKC":623736}
Giant spider	range	204k XP/hr	0	0	0	0	153.2k	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Giant spider	range	204k XP/hr	0	0	0	0	153.2k	50.9k	0		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":2051998781,"quantity":436628,"isOnTask":false,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","5% for no food"]}	{"quantity":436628,"messages":[],"newKC":436628}
Goblin	atk-str-def	155k XP/hr	32.7k	32.7k	32.7k	0	0	32.6k	24.5k		0.0 Sharks/hr	 Loot/hr	3158.0/hr Cannonball Cost/hr	{"duration":17632000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","55% for Cannon in multi","5% for no food","Removing items: 15.5k Cannonball"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	atk-str-def	70k XP/hr	14.7k	14.7k	14.7k	0	0	14.7k	11k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":39168500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	atk-str-def	70k XP/hr	14.7k	14.7k	14.7k	0	0	14.7k	11k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":39168500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["attack","strength","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	mage-def	155k XP/hr	0	0	49k	49k	0	32.6k	24.5k		0.0 Sharks/hr	 Loot/hr	3158.0/hr Cannonball Cost/hr	{"duration":17632000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","55% for Cannon in multi","5% for no food","Removing items: 15.5k Cannonball"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	mage-def	70k XP/hr	0	0	22.1k	22.1k	0	14.7k	11k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":39168500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	mage-def	70k XP/hr	0	0	22.1k	22.1k	0	14.7k	11k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":39168500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	mage	155k XP/hr	0	0	0	98k	0	32.6k	24.5k		0.0 Sharks/hr	 Loot/hr	3158.0/hr Cannonball Cost/hr	{"duration":17632000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","55% for Cannon in multi","5% for no food","Removing items: 15.5k Cannonball"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	mage	70k XP/hr	0	0	0	44.1k	0	14.7k	11k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":39168500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	mage	70k XP/hr	0	0	0	44.1k	0	14.7k	11k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":39168500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["magic"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	range-def	155k XP/hr	0	0	49k	0	49k	32.6k	24.5k		0.0 Sharks/hr	 Loot/hr	3158.0/hr Cannonball Cost/hr	{"duration":17632000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","55% for Cannon in multi","5% for no food","Removing items: 15.5k Cannonball"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	range-def	70k XP/hr	0	0	22.1k	0	22.1k	14.7k	11k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":39168500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	range-def	70k XP/hr	0	0	22.1k	0	22.1k	14.7k	11k		0.0 Sharks/hr	 Loot/hr	 Cost/hr	{"duration":39168500,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged","defence"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","5% for no food"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
Goblin	range	155k XP/hr	0	0	0	0	98k	32.6k	24.5k		0.0 Sharks/hr	 Loot/hr	3158.0/hr Cannonball Cost/hr	{"duration":17632000,"quantity":10000,"isOnTask":true,"isInWilderness":false,"attackStyles":["ranged"],"currentTaskOptions":{},"messages":["15.00% for stats","3% for KC","16.67% for Black mask on task","55% for Cannon in multi","5% for no food","Removing items: 15.5k Cannonball"]}	{"quantity":10000,"messages":["**You've completed NaN tasks and received 0 points; giving you a total of 1000; return to a Slayer master.**"],"newKC":10000}
